"INDEX","SAMPLE_NAME","MFI+","MFI-","rSD+","rSD-","SI","SN"
1,"Specimen_001_A1_A01_002.fcs",NA,55.439998626709,NA,31.8149995803833,NA,NA
2,"Specimen_001_A2_A02_003.fcs",33111.85546875,69.3000030517578,9818.410109375,53.4847939291,308.896725950742,477.80453117758
3,"Specimen_001_A3_A03_004.fcs",34747.6484375,69.3000030517578,9600.12921875,56.0699987411499,309.241566015925,501.409046281689
4,"Specimen_001_A4_A04_005.fcs",34915.23046875,77.4899978637695,9842.48115136718,66.7799963951111,260.839640247695,450.577254242959
5,"Specimen_001_A5_A05_006.fcs",36190.349609375,79.379997253418,9244.51367783203,74.0520247160912,243.821622370001,455.912709266524
6,"Specimen_001_A6_A06_007.fcs",36213.66015625,76.8600006103516,9817.70726875,97.3487637374878,185.604823154646,471.163932717595
7,"Specimen_001_A7_A07_008.fcs",36407.0703125,102.059997558594,10108.0548142578,130.094995498657,139.532693689651,356.7222338174
8,"Specimen_001_A8_A08_009.fcs",37447.828125,151.199996948242,9698.84326035156,232.406647367477,80.2400201339314,247.670825931424
9,"Specimen_001_B1_B01_014.fcs",NA,117.860000610352,NA,97.5250015258789,NA,NA
10,"Specimen_001_B2_B02_015.fcs",10368.359375,136.119995117188,5230.82637158203,117.44499206543,43.5618377588307,76.1707298481295
11,"Specimen_001_B3_B03_016.fcs",15745.099609375,137.779998779297,7554.00882617187,132.074663257408,59.0852144751551,114.277106611071
12,"Specimen_001_B4_B04_017.fcs",23477.37890625,147.324996948242,10631.6002695312,137.700607644653,84.7129664434986,159.35774235582
13,"Specimen_001_B5_B05_018.fcs",30982.2392578125,160.605003356934,13082.8934922852,189.610388061523,81.2762279787508,192.909552070159
14,"Specimen_001_B6_B06_019.fcs",36996.41796875,175.959991455078,15095.1882892578,254.24559214592,72.4112022287538,210.254715647648
15,"Specimen_001_B7_B07_020.fcs",41308.26953125,200.029998779297,16408.174690625,310.357745437622,66.2271848161962,206.510372360835
16,"Specimen_001_B8_B08_021.fcs",47612.94921875,202.519989013672,19369.4528674805,415.55924760437,57.044127285158,235.102467912615
17,"Specimen_001_C1_C01_026.fcs",NA,136.5,NA,67.125,NA,NA
18,"Specimen_001_C2_C02_027.fcs",6555,142.5,3756.322575,152.625,21.007371007371,46
19,"Specimen_001_C3_C03_028.fcs",9686.625,139.125,5497.68045,213.9097875,22.3166506581659,69.6253369272237
20,"Specimen_001_C4_C04_029.fcs",13561.5,150,7584.4621875,303.545025,22.0914508481897,90.41
21,"Specimen_001_C5_C05_030.fcs",19801.5,167.25,8721.89175,486.1437,20.1938747740637,118.394618834081
22,"Specimen_001_C6_C06_031.fcs",23304.75,282.375,11670.305025,845.6692125,13.6119268974806,82.531208499336
23,"Specimen_001_C7_C07_032.fcs",22745.25,381.375,16273.6305,1230.0899625,9.09034122778642,59.6401179941003
24,"Specimen_001_C8_C08_033.fcs",22908.75,361.125,17594.610825,1384.875,8.14067154075278,63.4371754932503
25,"Specimen_001_D1_D01_038.fcs",NA,3.89999985694885,NA,24.5699987411499,NA,NA
26,"Specimen_001_D2_D02_039.fcs",51291.23828125,22.6199989318848,12859.0540101563,69.8099956512451,367.20112789037,2267.51727246772
27,"Specimen_001_D3_D03_040.fcs",50524.5,30.0299987792969,13821.8969671875,78.7873678964615,320.447752916293,1682.46760085892
28,"Specimen_001_D4_D04_041.fcs",50917.6171875,31.9799995422363,13106.9491164062,88.5299949645996,287.392070948978,1592.17066655215
29,"Specimen_001_D5_D05_042.fcs",50916.83984375,41.3400001525879,13124.4021730469,148.821730160522,170.927658846332,1231.66036903274
30,"Specimen_001_D6_D06_043.fcs",53221.73828125,74.4899978637695,14377.590265625,235.340576272583,112.915607510514,714.481672809069
31,"Specimen_001_D7_D07_044.fcs",51542.0078125,128.699996948242,13228.2015888672,379.603950752258,67.7196690309287,400.481810681224
32,"Specimen_001_D8_D08_045.fcs",52082.939453125,56.5499973297119,15154.0414740234,252.269380667114,103.116734417419,921.006930370978
33,"Specimen_001_E1_E01_050.fcs",NA,54.810001373291,NA,31.8150014877319,NA,NA
34,"Specimen_001_E2_E02_051.fcs",34015.275390625,71.8199996948242,9445.63979248047,54.1800022125244,313.247083839023,473.618428504064
35,"Specimen_001_E3_E03_052.fcs",34467.30078125,69.9300003051758,9545.11535039063,57.1709213209152,300.829250134552,492.882891903819
36,"Specimen_001_E4_E04_053.fcs",35892.98828125,77.1749992370605,8799.71388398438,67.0950012207031,266.903738209945,465.085696612663
37,"Specimen_001_E5_E05_054.fcs",33919.828125,76.2299957275391,10360.4244523437,80.9555387527465,209.02583474021,444.966942491196
38,"Specimen_001_E6_E06_055.fcs",35698.3203125,86.9400024414062,10446.5550070313,112.200765284872,158.694908272876,410.608687716096
39,"Specimen_001_E7_E07_056.fcs",36526.76953125,143.009994506836,9871.17544179688,211.994995117188,85.8127794871544,255.41410344928
40,"Specimen_001_E8_E08_057.fcs",36509.759765625,190.259994506836,10303.1660986328,252.478734686279,71.925859055511,191.894044043574
