"INDEX","SAMPLE_NAME","MFI+","MFI-","rSD+","rSD-","SI","SN"
1,"Specimen_001_A1_A01_001.fcs",NA,65.8800048828125,NA,59.3069156669616,NA,NA
2,"Specimen_001_A2_A02_002.fcs",30996.541015625,69.5400009155273,9603.025778125,61.9150009155273,249.753699082587,445.736850841828
3,"Specimen_001_A3_A03_003.fcs",30594.55078125,69.5400009155273,9023.46826464844,61.3258904418945,248.875397979395,439.956145793185
4,"Specimen_001_A4_A04_004.fcs",30037.3154296875,65.8800048828125,8656.46471416016,55.8150024414062,268.489063099731,455.939787544308
5,"Specimen_001_A5_A05_005.fcs",30563.44140625,70.1500015258789,9577.92716171875,58.9103819091797,258.810844680439,435.686967091154
6,"Specimen_001_A6_A06_006.fcs",30040.6708984375,68.3199996948242,9321.8418921875,63.1349997520447,237.367157808312,439.705372257391
7,"Specimen_001_A7_A07_007.fcs",30857.1552734375,68.3199996948242,8824.90605791015,62.0793646263123,247.979626233907,451.65625601979
8,"Specimen_001_A8_A08_008.fcs",31124.640625,66.4899978637695,9076.69942871094,63.7450003623962,243.61244372553,468.110116182751
9,"Specimen_001_B1_B01_013.fcs",17291.060546875,65.2700042724609,0,73.8100004196167,116.690085656905,264.915878888191
10,"Specimen_001_B2_B02_014.fcs",30210.25,67.0999984741211,8557.09334482422,60.0849981307983,250.837571267853,450.227282965608
11,"Specimen_001_B3_B03_015.fcs",30329.505859375,67.0999984741211,8809.30153027343,60.9999980926514,248.052514812673,452.004568540674
12,"Specimen_001_B4_B04_016.fcs",31183.505859375,62.2200012207031,9545.72025625,58.8363336019516,264.47336155156,501.181376528147
13,"Specimen_001_B5_B05_017.fcs",31055.1005859375,68.9300003051758,9118.092203125,62.2199993133545,249.004909414887,450.53097995715
14,"Specimen_001_B6_B06_018.fcs",30316.6953125,67.0999984741211,9184.14526806641,58.8650040626526,256.940399442001,451.813651295274
15,"Specimen_001_B7_B07_019.fcs",30298.0908203125,68.3199996948242,8639.49656005859,62.6829597534179,241.132286506057,443.473228273562
16,"Specimen_001_B8_B08_020.fcs",29985.4658203125,65.2700042724609,9005.97267011719,58.5599975585938,255.466163451447,459.406524552108
17,"Specimen_001_C1_C01_025.fcs",NA,67.0999984741211,NA,86.4475832130431,NA,NA
18,"Specimen_001_C2_C02_026.fcs",30934.015625,68.9300003051758,9080.38640126953,58.379140007019,264.350293794871,448.774343363484
19,"Specimen_001_C3_C03_027.fcs",30784.259765625,66.4899978637695,9381.8494796875,59.4539291519165,258.332545938817,462.990837038354
