"REAGENT","MEAN.8CHL","MEAN.96CR","MIN.8CHL","MIN.96CR","MAX.8CHL","MAX.96CR","SD.8CHL","SD.96CR","PCT.DIFF","CV.8CHL","CV.96CR"
"BV-421","2.09e+02","2.23e+02","1.42e+02","1.54e+02","2.82e+02","2.84e+02","2.32e+01","2.81e+01","13.17%","1.11e-01","1.26e-01"
