"AD_TEST","GT_A_AD","SHAPIRO_TEST","GT_A_SHAP","BONETT_TEST","GT_A_BONN","GEARY","GT_A_GEAR"
"1.72e-01",TRUE,"2.45e-01",TRUE,"9.39e-01",TRUE,"7.99e-01",TRUE
