"","COL1","COL2","COL3","COL4","COL5","COL6","COL7"
"D6-H6-PLATE 2-OLD","0.696210320768593","0.648618642926051","0.178783246822645",NA,NA,NA,NA
"D6-H6-PLATE 3-NEW","0.528617108203808","0.178783246822645","0.648618642926051","0.322607311903328",NA,NA,NA
"D6-H6-PLATE 3-OLD","0.105595074108389","0.252000858210048","0.0312892587926028","0.170263269216545","0.0425225354954864",NA,NA
"D6-H6-PLATE 4-NEW","0.0425225354954864","0.0312892587926028","0.177259896106977","0.0312892587926028","0.105595074108389","0.0111140593231402",NA
"D6-H6-PLATE 4-OLD","0.252000858210048","0.105595074108389","0.901587888923793","0.177259896106977","0.601141031658612","0.0312892587926028","0.178783246822645"
"27","D7.H7.PLATE.1.NEW","D7.H7.PLATE.1.OLD","D7.H7.PLATE.2.NEW","D7.H7.PLATE.2.OLD","D7.H7.PLATE.3.NEW","D7.H7.PLATE.3.OLD","D7.H7.PLATE.4.NEW"
"D7-H7-PLATE 1-OLD","0.690773783337806",NA,NA,NA,NA,NA,NA
"D7-H7-PLATE 2-NEW","0.157631807446171","0.119269624964806",NA,NA,NA,NA,NA
"D7-H7-PLATE 2-OLD","0.854923018054724","0.838118294676016","0.156557375615863",NA,NA,NA,NA
"D7-H7-PLATE 3-NEW","0.397505210937653","0.218858331442684","0.515068218544569","0.303101134462321",NA,NA,NA
"D7-H7-PLATE 3-OLD","0.157631807446171","0.249843865658487","0.0226106121100911","0.179430593416985","0.0610344369471054",NA,NA
"D7-H7-PLATE 4-NEW","0.0226106121100911","0.0226106121100911","0.157631807446171","0.0226106121100911","0.0842053050164803","0.0107150401371463",NA
"D7-H7-PLATE 4-OLD","0.157631807446171","0.119269624964806","0.964865244339918","0.156557375615863","0.508021041697046","0.0226106121100911","0.157631807446171"
"28","D8.H8.PLATE.1.NEW","D8.H8.PLATE.1.OLD","D8.H8.PLATE.2.NEW","D8.H8.PLATE.2.OLD","D8.H8.PLATE.3.NEW","D8.H8.PLATE.3.OLD","D8.H8.PLATE.4.NEW"
"D8-H8-PLATE 1-OLD","0.67174211215906",NA,NA,NA,NA,NA,NA
"D8-H8-PLATE 2-NEW","0.270854202726187","0.147058847035142",NA,NA,NA,NA,NA
"D8-H8-PLATE 2-OLD","0.431850011394624","0.67174211215906","0.0955726272795387",NA,NA,NA,NA
"D8-H8-PLATE 3-NEW","0.696958494269738","0.441939616072438","0.431850011394624","0.270854202726187",NA,NA,NA
"D8-H8-PLATE 3-OLD","0.0729987512394588","0.128855657811932","0.0173333920887866","0.210614599697168","0.0522628282429059",NA,NA
"D8-H8-PLATE 4-NEW","0.0139240031780075","0.00895679787533183","0.0525974791505236","0.00895679787533183","0.0173333920887866","0.0033344107832824",NA
"D8-H8-PLATE 4-OLD","0.100966080625026","0.0583694010801571","0.441939616072438","0.0390335853030878","0.147058847035142","0.00895679787533183","0.132892925478849"
