"","COL1","COL2","COL3","COL4","COL5","COL6","COL7"
"B7-F7-PLATE 2-OLD","0.361031269994853","0.512412587333898","0.361031269994853",NA,NA,NA,NA
"B7-F7-PLATE 3-NEW","0.361031269994853","0.512412587333898","0.361031269994853","0.978384347822888",NA,NA,NA
"B7-F7-PLATE 3-OLD","0.71622888148349","0.512412587333898","0.0866509757647137","0.225607762882667","0.225607762882667",NA,NA
"B7-F7-PLATE 4-NEW","0.077775384818946","0.0866509757647137","0.512412587333898","0.166603618981936","0.166603618981936","0.077775384818946",NA
"B7-F7-PLATE 4-OLD","0.512412587333898","0.771930887834569","0.225607762882667","0.671834366325715","0.671834366325715","0.361031269994853","0.106896294574448"
"14","B8.F8.PLATE.1.NEW","B8.F8.PLATE.1.OLD","B8.F8.PLATE.2.NEW","B8.F8.PLATE.2.OLD","B8.F8.PLATE.3.NEW","B8.F8.PLATE.3.OLD","B8.F8.PLATE.4.NEW"
"B8-F8-PLATE 1-OLD","0.715891841958697",NA,NA,NA,NA,NA,NA
"B8-F8-PLATE 2-NEW","0.471360561229788","0.696494715474444",NA,NA,NA,NA,NA
"B8-F8-PLATE 2-OLD","0.989022181109845","0.715891841958697","0.471360561229788",NA,NA,NA,NA
"B8-F8-PLATE 3-NEW","0.498488431677982","0.743723540908144","0.928554223845158","0.498488431677982",NA,NA,NA
"B8-F8-PLATE 3-OLD","0.498488431677982","0.379149208120974","0.248427591627646","0.498488431677982","0.281541043644782",NA,NA
"B8-F8-PLATE 4-NEW","0.152907755428797","0.248427591627646","0.31727649165365","0.152907755428797","0.293800636177656","0.101776695683548",NA
"B8-F8-PLATE 4-OLD","0.471360561229788","0.696494715474444","0.989022181109845","0.471360561229788","0.928554223845158","0.248427591627646","0.31727649165365"
"15","C2.G2.PLATE.1.NEW","C2.G2.PLATE.1.OLD","C2.G2.PLATE.2.NEW","C2.G2.PLATE.2.OLD","C2.G2.PLATE.3.NEW","C2.G2.PLATE.3.OLD","C2.G2.PLATE.4.NEW"
"C2-G2-PLATE 1-OLD","0.551444622627479",NA,NA,NA,NA,NA,NA
"C2-G2-PLATE 2-NEW","0.160950084865353","0.0767996242829316",NA,NA,NA,NA,NA
"C2-G2-PLATE 2-OLD","0.318673432818607","0.617516728434725","0.042694934522292",NA,NA,NA,NA
"C2-G2-PLATE 3-NEW","0.335248144727466","0.141232640259874","0.60917500482985","0.0767996242829316",NA,NA,NA
"C2-G2-PLATE 3-OLD","0.0899813097309122","0.204484593907544","0.0153621309894136","0.37487019829112","0.0269704349567244",NA,NA
"C2-G2-PLATE 4-NEW","0.0126521228370645","0.00837938984736489","0.0729741562320723","0.00649996266024737","0.0388773948107273","0.00410983291343123",NA
"C2-G2-PLATE 4-OLD","0.091994259444295","0.0438990175330279","0.649600623442496","0.0269704349567244","0.37487019829112","0.012234483153125","0.10750415837217"
"16","C3.G3.PLATE.1.NEW","C3.G3.PLATE.1.OLD","C3.G3.PLATE.2.NEW","C3.G3.PLATE.2.OLD","C3.G3.PLATE.3.NEW","C3.G3.PLATE.3.OLD","C3.G3.PLATE.4.NEW"
"C3-G3-PLATE 1-OLD","0.720966772600766",NA,NA,NA,NA,NA,NA
"C3-G3-PLATE 2-NEW","0.0327213796053585","0.0527038129835612",NA,NA,NA,NA,NA
"C3-G3-PLATE 2-OLD","0.435410424370802","0.313695486038286","0.0143785817684726",NA,NA,NA,NA
"C3-G3-PLATE 3-NEW","0.241517688962503","0.356393647137269","0.181661014300065","0.0940640558431688",NA,NA,NA
"C3-G3-PLATE 3-OLD","0.166052164892059","0.0991582406322903","0.00869034908915997","0.421564239525086","0.0312438795498402",NA,NA
"C3-G3-PLATE 4-NEW","0.00869034908915997","0.00974249500945313","0.183581891662325","0.00600973124723536","0.0289392066453576","0.00433797741934768",NA
"C3-G3-PLATE 4-OLD","0.0628725104090347","0.0969866238928648","0.62906795262759","0.026989247876474","0.327979455738776","0.00974249500945313","0.0991582406322903"
"17","C4.G4.PLATE.1.NEW","C4.G4.PLATE.1.OLD","C4.G4.PLATE.2.NEW","C4.G4.PLATE.2.OLD","C4.G4.PLATE.3.NEW","C4.G4.PLATE.3.OLD","C4.G4.PLATE.4.NEW"
"C4-G4-PLATE 1-OLD","0.757970189586867",NA,NA,NA,NA,NA,NA
"C4-G4-PLATE 2-NEW","0.0104995089838618","0.0158539944784198",NA,NA,NA,NA,NA
"C4-G4-PLATE 2-OLD","0.803225238785343","0.570626168034332","0.00927992794983683",NA,NA,NA,NA
"C4-G4-PLATE 3-NEW","0.128621252703564","0.222472572480774","0.0943282866081933","0.0935547955488828",NA,NA,NA
"C4-G4-PLATE 3-OLD","0.0935547955488828","0.0575770540121472","0.00143009649375575","0.128621252703564","0.0104995089838618",NA,NA
"C4-G4-PLATE 4-NEW","0.00143009649375575","0.00143009649375575","0.0468284558961566","0.00143009649375575","0.00520107844236408","0.000613070894965677",NA
"C4-G4-PLATE 4-OLD","0.0104995089838618","0.0144182603500819","0.910449475441287","0.00891809280932974","0.0918503313745384","0.00143009649375575","0.0525498588909719"
"18","C5.G5.PLATE.1.NEW","C5.G5.PLATE.1.OLD","C5.G5.PLATE.2.NEW","C5.G5.PLATE.2.OLD","C5.G5.PLATE.3.NEW","C5.G5.PLATE.3.OLD","C5.G5.PLATE.4.NEW"
"C5-G5-PLATE 1-OLD","0.756835397358454",NA,NA,NA,NA,NA,NA
"C5-G5-PLATE 2-NEW","0.0213190582033208","0.0278764658586965",NA,NA,NA,NA,NA
"C5-G5-PLATE 2-OLD","0.718471854603643","0.497917073267297","0.0140790764015665",NA,NA,NA,NA
"C5-G5-PLATE 3-NEW","0.175677878078776","0.270406921622595","0.147507964935507","0.108704926719936",NA,NA,NA
"C5-G5-PLATE 3-OLD","0.195107479428538","0.138413891178941","0.00509168790427912","0.339168770059085","0.0269273818069745",NA,NA
"C5-G5-PLATE 4-NEW","0.00376841282901452","0.00428464695427197","0.0936457627312479","0.00344204219939088","0.0133501597179016","0.00217328514148049",NA
"C5-G5-PLATE 4-OLD","0.0252756036066977","0.0340177049728085","0.86133245262106","0.0161410556401173","0.175677878078776","0.00531172715095468","0.0753780429629253"
"19","C6.G6.PLATE.1.NEW","C6.G6.PLATE.1.OLD","C6.G6.PLATE.2.NEW","C6.G6.PLATE.2.OLD","C6.G6.PLATE.3.NEW","C6.G6.PLATE.3.OLD","C6.G6.PLATE.4.NEW"
"C6-G6-PLATE 1-OLD","0.886611317401914",NA,NA,NA,NA,NA,NA
"C6-G6-PLATE 2-NEW","0.328973431437533","0.328973431437533",NA,NA,NA,NA,NA
"C6-G6-PLATE 2-OLD","0.776447209366845","0.726241978535687","0.245426345743677",NA,NA,NA,NA
"C6-G6-PLATE 3-NEW","0.672631698350504","0.726241978535687","0.554135406651509","0.539001703850587",NA,NA,NA
"C6-G6-PLATE 3-OLD","0.638309662550023","0.554135406651509","0.241349144979025","0.740341516595245","0.328973431437533",NA,NA
"C6-G6-PLATE 4-NEW","0.245426345743677","0.245426345743677","0.726241978535687","0.241349144979025","0.328973431437533","0.241349144979025",NA
"C6-G6-PLATE 4-OLD","0.3261975803271","0.328973431437533","0.915403480426948","0.245426345743677","0.539001703850587","0.241349144979025","0.737276244321419"
"20","C7.G7.PLATE.1.NEW","C7.G7.PLATE.1.OLD","C7.G7.PLATE.2.NEW","C7.G7.PLATE.2.OLD","C7.G7.PLATE.3.NEW","C7.G7.PLATE.3.OLD","C7.G7.PLATE.4.NEW"
"C7-G7-PLATE 1-OLD","0.641158703554605",NA,NA,NA,NA,NA,NA
"C7-G7-PLATE 2-NEW","0.0702512145444508","0.124514212256563",NA,NA,NA,NA,NA
"C7-G7-PLATE 2-OLD","0.518236544799498","0.297897449526434","0.032307252685158",NA,NA,NA,NA
"C7-G7-PLATE 3-NEW","0.173529922616129","0.297897449526434","0.520253137909101","0.0702512145444508",NA,NA,NA
"C7-G7-PLATE 3-OLD","0.178880949501146","0.0997518927259934","0.0142355446620213","0.444216001699278","0.026989200348622",NA,NA
"C7-G7-PLATE 4-NEW","0.00576692399215125","0.0069116327084118","0.0430385143485248","0.00359784656680003","0.0216195442011646","0.00275554424404568",NA
"C7-G7-PLATE 4-OLD","0.0333443540005166","0.0591766917803694","0.530619895435275","0.0170374777252627","0.257046114783645","0.0069116327084118","0.0936346994906639"
"21","C8.G8.PLATE.1.NEW","C8.G8.PLATE.1.OLD","C8.G8.PLATE.2.NEW","C8.G8.PLATE.2.OLD","C8.G8.PLATE.3.NEW","C8.G8.PLATE.3.OLD","C8.G8.PLATE.4.NEW"
"C8-G8-PLATE 1-OLD","0.448078656708174",NA,NA,NA,NA,NA,NA
"C8-G8-PLATE 2-NEW","0.158206690381391","0.0602449444854326",NA,NA,NA,NA,NA
"C8-G8-PLATE 2-OLD","0.147489283572567","0.420387007684372","0.0220667302555763",NA,NA,NA,NA
"C8-G8-PLATE 3-NEW","0.900662507517559","0.486483481783764","0.147489283572567","0.158206690381391",NA,NA,NA
"C8-G8-PLATE 3-OLD","0.0301390168007521","0.0764858755634531","0.00610396423898275","0.24836193732726","0.0335404954208092",NA,NA
"C8-G8-PLATE 4-NEW","0.00946418701884186","0.00601440552947669","0.0602449444854326","0.00377917275220373","0.00909445500272943","0.00190779450663108",NA
"C8-G8-PLATE 4-OLD","0.0602449444854326","0.0244461521872317","0.464724497276759","0.00909445500272943","0.0594728858459556","0.00377917275220373","0.158206690381391"
"22","D2.H2.PLATE.1.NEW","D2.H2.PLATE.1.OLD","D2.H2.PLATE.2.NEW","D2.H2.PLATE.2.OLD","D2.H2.PLATE.3.NEW","D2.H2.PLATE.3.OLD","D2.H2.PLATE.4.NEW"
"D2-H2-PLATE 1-OLD","0.271010575090239",NA,NA,NA,NA,NA,NA
"D2-H2-PLATE 2-NEW","0.0901202910851102","0.0245790838443662",NA,NA,NA,NA,NA
"D2-H2-PLATE 2-OLD","0.709640632307775","0.371789518716421","0.0687421578958613",NA,NA,NA,NA
"D2-H2-PLATE 3-NEW","0.438951043854919","0.0901202910851102","0.271010575090239","0.308257536787885",NA,NA,NA
"D2-H2-PLATE 3-OLD","0.0777838470912175","0.339804999306199","0.0114101338243145","0.103211302692614","0.0287194579823998",NA,NA
"D2-H2-PLATE 4-NEW","0.0294867256085121","0.0114101338243145","0.371789518716421","0.0245790838443662","0.0838679605514979","0.00891971138641787",NA
"D2-H2-PLATE 4-OLD","0.125621123673184","0.0287194579823998","0.767015663364445","0.0851213249814156","0.339804999306199","0.0114101338243145","0.29671472205599"
"23","D3.H3.PLATE.1.NEW","D3.H3.PLATE.1.OLD","D3.H3.PLATE.2.NEW","D3.H3.PLATE.2.OLD","D3.H3.PLATE.3.NEW","D3.H3.PLATE.3.OLD","D3.H3.PLATE.4.NEW"
"D3-H3-PLATE 1-OLD","0.395912896977817",NA,NA,NA,NA,NA,NA
"D3-H3-PLATE 2-NEW","0.132903862989554","0.0483452662014533",NA,NA,NA,NA,NA
"D3-H3-PLATE 2-OLD","0.855132496679735","0.483793697718701","0.106662486709814",NA,NA,NA,NA
"D3-H3-PLATE 3-NEW","0.395912896977817","0.133196602429044","0.395912896977817","0.345101542667444",NA,NA,NA
"D3-H3-PLATE 3-OLD","0.204001875358648","0.51539502760509","0.0324770937701535","0.255107634531156","0.0698635107062603",NA,NA
"D3-H3-PLATE 4-NEW","0.0324770937701535","0.0264876088735523","0.305049620311637","0.0324770937701535","0.0954190748157717","0.0215126275957971",NA
"D3-H3-PLATE 4-OLD","0.0954190748157717","0.0324770937701535","0.757386468838483","0.079519808450398","0.301349145968249","0.0264876088735523","0.395912896977817"
"24","D4.H4.PLATE.1.NEW","D4.H4.PLATE.1.OLD","D4.H4.PLATE.2.NEW","D4.H4.PLATE.2.OLD","D4.H4.PLATE.3.NEW","D4.H4.PLATE.3.OLD","D4.H4.PLATE.4.NEW"
"D4-H4-PLATE 1-OLD","0.119091077848235",NA,NA,NA,NA,NA,NA
"D4-H4-PLATE 2-NEW","0.111362668102382","0.011309167370174",NA,NA,NA,NA,NA
"D4-H4-PLATE 2-OLD","0.554755500082749","0.271709174397723","0.0504747390112048",NA,NA,NA,NA
"D4-H4-PLATE 3-NEW","0.330412649196284","0.0322588682041838","0.407880628888131","0.139233738903873",NA,NA,NA
"D4-H4-PLATE 3-OLD","0.0674309866204267","0.63573718242034","0.00896058908876376","0.136137985202017","0.0185555786440096",NA,NA
"D4-H4-PLATE 4-NEW","0.00904891675069762","0.00280422076793418","0.088932530460441","0.00721694782242124","0.0322588682041838","0.00280422076793418",NA
"D4-H4-PLATE 4-OLD","0.0736129400655977","0.00904891675069762","0.738533775138778","0.0322588682041838","0.27670735789812","0.00721694782242124","0.128204691958879"
"25","D5.H5.PLATE.1.NEW","D5.H5.PLATE.1.OLD","D5.H5.PLATE.2.NEW","D5.H5.PLATE.2.OLD","D5.H5.PLATE.3.NEW","D5.H5.PLATE.3.OLD","D5.H5.PLATE.4.NEW"
"D5-H5-PLATE 1-OLD","0.794070400347572",NA,NA,NA,NA,NA,NA
"D5-H5-PLATE 2-NEW","0.189795591363897","0.13291823634427",NA,NA,NA,NA,NA
"D5-H5-PLATE 2-OLD","0.794070400347572","0.972791021770923","0.13291823634427",NA,NA,NA,NA
"D5-H5-PLATE 3-NEW","0.378952521862963","0.283128694307489","0.62397605705573","0.283128694307489",NA,NA,NA
"D5-H5-PLATE 3-OLD","0.0669291301573745","0.0758424104797732","0.0152502292818495","0.0758424104797732","0.0214309056936845",NA,NA
"D5-H5-PLATE 4-NEW","0.028574778591595","0.0214309056936845","0.165866248721248","0.0214309056936845","0.0791392123962757","0.00521166699467901",NA
"D5-H5-PLATE 4-OLD","0.104317909746531","0.0758424104797732","0.669292663337149","0.0758424104797732","0.337478749678571","0.0114483614143005","0.304081958724503"
"26","D6.H6.PLATE.1.NEW","D6.H6.PLATE.1.OLD","D6.H6.PLATE.2.NEW","D6.H6.PLATE.2.OLD","D6.H6.PLATE.3.NEW","D6.H6.PLATE.3.OLD","D6.H6.PLATE.4.NEW"
"D6-H6-PLATE 1-OLD","0.451176310171751",NA,NA,NA,NA,NA,NA
"D6-H6-PLATE 2-NEW","0.288415322379043","0.117145503393954",NA,NA,NA,NA,NA
