"","COL1","COL2","COL3","COL4","COL5","COL6","COL7"
"D4-H4-PLATE 4-OLD","0.6343256936503","0.942720513488869","0.0236613956344503","0.0605348137063857","0.00393858769589385","0.00393858769589385","0.942720513488869"
"25","D5.H5.PLATE.1.NEW","D5.H5.PLATE.1.OLD","D5.H5.PLATE.2.NEW","D5.H5.PLATE.2.OLD","D5.H5.PLATE.3.NEW","D5.H5.PLATE.3.OLD","D5.H5.PLATE.4.NEW"
"D5-H5-PLATE 1-OLD","0.13085354778488",NA,NA,NA,NA,NA,NA
"D5-H5-PLATE 2-NEW","0.000990067339471318","0.00470651994820277",NA,NA,NA,NA,NA
"D5-H5-PLATE 2-OLD","0.00043320585552529","0.00152773399169551","0.294696685868732",NA,NA,NA,NA
"D5-H5-PLATE 3-NEW","0.000117876086149794","0.000154719685177872","0.00287426166489572","0.0109473025338187",NA,NA,NA
"D5-H5-PLATE 3-OLD","0.000747540879056462","0.00287426166489572","0.608656268179024","0.503949233525242","0.00470651994820277",NA,NA
"D5-H5-PLATE 4-NEW","0.372597121779058","0.475075161358032","0.00239666500672149","0.000879489467684436","0.000123577322107109","0.00152773399169551",NA
"D5-H5-PLATE 4-OLD","0.0236797184632827","0.324012800369294","0.0211324432091552","0.00470651994820277","0.000313298844406776","0.0107331341084666","0.111586185689543"
"26","D6.H6.PLATE.1.NEW","D6.H6.PLATE.1.OLD","D6.H6.PLATE.2.NEW","D6.H6.PLATE.2.OLD","D6.H6.PLATE.3.NEW","D6.H6.PLATE.3.OLD","D6.H6.PLATE.4.NEW"
"D6-H6-PLATE 1-OLD","0.183493191883364",NA,NA,NA,NA,NA,NA
"D6-H6-PLATE 2-NEW","0.00583086208278401","0.028527129601759",NA,NA,NA,NA,NA
"D6-H6-PLATE 2-OLD","0.00583086208278401","0.028527129601759","0.935017378393026",NA,NA,NA,NA
"D6-H6-PLATE 3-NEW","0.00469831973921897","0.0130466010278691","0.568770479055459","0.535910958532024",NA,NA,NA
"D6-H6-PLATE 3-OLD","0.00469831973921897","0.00979460714848131","0.397533967965677","0.371049878581185","0.790469915159349",NA,NA
"D6-H6-PLATE 4-NEW","0.0425315354075368","0.358118416201543","0.084604784603892","0.0904490418373567","0.0362458385371363","0.028527129601759",NA
"D6-H6-PLATE 4-OLD","0.0349307966602795","0.255818155332868","0.113735758214368","0.12241079096337","0.0469661388292759","0.0349307966602795","0.823412109264744"
"27","D7.H7.PLATE.1.NEW","D7.H7.PLATE.1.OLD","D7.H7.PLATE.2.NEW","D7.H7.PLATE.2.OLD","D7.H7.PLATE.3.NEW","D7.H7.PLATE.3.OLD","D7.H7.PLATE.4.NEW"
"D7-H7-PLATE 1-OLD","0.700079882532555",NA,NA,NA,NA,NA,NA
"D7-H7-PLATE 2-NEW","0.00546064207893502","0.00676001658163734",NA,NA,NA,NA,NA
"D7-H7-PLATE 2-OLD","0.00546064207893502","0.00676001658163734","0.962440771723298",NA,NA,NA,NA
"D7-H7-PLATE 3-NEW","0.00169028793060748","0.00169028793060748","0.0578630915733804","0.0587374114839076",NA,NA,NA
"D7-H7-PLATE 3-OLD","0.00326037039404575","0.00436736658251087","0.45072566600409","0.460577008473017","0.173413379573488",NA,NA
"D7-H7-PLATE 4-NEW","0.191223196804336","0.341112338535864","0.0270288585380129","0.0270288585380129","0.00326037039404575","0.00890391005241953",NA
"D7-H7-PLATE 4-OLD","0.0491351559756628","0.0805944558287837","0.100138954050422","0.0977365531101132","0.00577511558416721","0.0362719036698538","0.341112338535864"
"28","D8.H8.PLATE.1.NEW","D8.H8.PLATE.1.OLD","D8.H8.PLATE.2.NEW","D8.H8.PLATE.2.OLD","D8.H8.PLATE.3.NEW","D8.H8.PLATE.3.OLD","D8.H8.PLATE.4.NEW"
"D8-H8-PLATE 1-OLD","0.85463961584477",NA,NA,NA,NA,NA,NA
"D8-H8-PLATE 2-NEW","0.0128511524290826","0.0119081446247537",NA,NA,NA,NA,NA
"D8-H8-PLATE 2-OLD","0.0119081446247537","0.0116732530655774","0.901579625611345",NA,NA,NA,NA
"D8-H8-PLATE 3-NEW","0.00533676105429686","0.00533676105429686","0.193438959424734","0.214461250757498",NA,NA,NA
"D8-H8-PLATE 3-OLD","0.00533676105429686","0.00533676105429686","0.2416458729287","0.264604440596351","0.85463961584477",NA,NA
"D8-H8-PLATE 4-NEW","0.450612884893409","0.3468159206115","0.0430754101407135","0.0381481361878647","0.00979693086816812","0.0114749823324845",NA
"D8-H8-PLATE 4-OLD","0.264604440596351","0.214461250757498","0.0777301917670332","0.0679457836015134","0.0116732530655774","0.0119081446247537","0.731787655704018"
