"REAGENT","MEAN.8CHL","MEAN.96CR","MIN.8CHL","MIN.96CR","MAX.8CHL","MAX.96CR","SD.8CHL","SD.96CR","PCT.DIFF","CV.8CHL","CV.96CR"
"BV-421","2.08e+03","1.64e+03","1.31e+03","1.10e+03","2.77e+03","2.44e+03","2.86e+02","2.63e+02","42.16%","1.37e-01","1.60e-01"
