"ANOVA","TUKEY","PAIRWISE"
"4.62e-03","5.17e+01","2.43e-01"
"6.32e-04","7.37e+01","5.90e-01"
"1.10e-02","6.27e+01","2.47e-01"
"5.69e-04","7.67e+01","2.42e-01"
"1.58e-03","7.47e+01","6.31e-01"
"2.45e-03","6.10e+01","6.09e-01"
"1.72e-04","5.57e+01","7.87e-01"
