"REAGENT","MEAN.8CHL","MEAN.96CR","MIN.8CHL","MIN.96CR","MAX.8CHL","MAX.96CR","SD.8CHL","SD.96CR","PCT.DIFF","CV.8CHL","CV.96CR"
"BV-421","2.99e+04","3.09e+04","2.77e+04","2.84e+04","3.23e+04","3.34e+04","9.84e+02","1.10e+03","6.76%","3.29e-02","3.55e-02"
