"AD_TEST","GT_A_AD","SHAPIRO_TEST","GT_A_SHAP","BONETT_TEST","GT_A_BONN","GEARY","GT_A_GEAR"
"6.59e-09",FALSE,"1.76e-06",FALSE,"8.17e-03",FALSE,"8.42e-01",TRUE
