"","diff","lwr","upr","p.adj"
"A8-E8-PLATE 3-NEW-A8-E8-PLATE 2-NEW",-388,-1255.7283131016,479.7283131016,0.65279166717268
"A8-E8-PLATE 3-OLD-A8-E8-PLATE 2-NEW",-910.5,-1778.2283131016,-42.7716868984006,0.0390983233475117
"A8-E8-PLATE 4-NEW-A8-E8-PLATE 2-NEW",646.5,-221.2283131016,1514.2283131016,0.180845064526916
"A8-E8-PLATE 4-OLD-A8-E8-PLATE 2-NEW",123.5,-744.2283131016,991.2283131016,0.998508755086957
"A8-E8-PLATE 3-NEW-A8-E8-PLATE 2-OLD",361,-506.7283131016,1228.7283131016,0.717259485613815
"A8-E8-PLATE 3-OLD-A8-E8-PLATE 2-OLD",-161.5,-1029.2283131016,706.228313101599,0.992562063794022
"A8-E8-PLATE 4-NEW-A8-E8-PLATE 2-OLD",1395.5,527.7716868984,2263.2283131016,0.00308549611789333
"A8-E8-PLATE 4-OLD-A8-E8-PLATE 2-OLD",872.5,4.77168689840016,1740.2283131016,0.0486409919851707
"A8-E8-PLATE 3-OLD-A8-E8-PLATE 3-NEW",-522.5,-1390.2283131016,345.228313101599,0.356463534172021
"A8-E8-PLATE 4-NEW-A8-E8-PLATE 3-NEW",1034.5,166.7716868984,1902.2283131016,0.0194908706885194
"A8-E8-PLATE 4-OLD-A8-E8-PLATE 3-NEW",511.5,-356.2283131016,1379.2283131016,0.377021352780205
"A8-E8-PLATE 4-NEW-A8-E8-PLATE 3-OLD",1557,689.271686898401,2424.7283131016,0.00148131992146605
"A8-E8-PLATE 4-OLD-A8-E8-PLATE 3-OLD",1034,166.271686898401,1901.7283131016,0.0195445187459923
"A8-E8-PLATE 4-OLD-A8-E8-PLATE 4-NEW",-523,-1390.7283131016,344.7283131016,0.355548707474274
"B2-F2-PLATE 1-OLD-B2-F2-PLATE 1-NEW",119.5,-662.19882940427,901.198829404271,0.997683835956454
"B2-F2-PLATE 2-NEW-B2-F2-PLATE 1-NEW",450,-331.69882940427,1231.69882940427,0.400327617761179
"B2-F2-PLATE 2-OLD-B2-F2-PLATE 1-NEW",67.5000000000002,-714.19882940427,849.198829404271,0.999941692674047
"B2-F2-PLATE 3-NEW-B2-F2-PLATE 1-NEW",303.5,-478.19882940427,1085.19882940427,0.772567538606703
"B2-F2-PLATE 3-OLD-B2-F2-PLATE 1-NEW",-163.5,-945.19882940427,618.198829404271,0.985696960599052
"B2-F2-PLATE 4-NEW-B2-F2-PLATE 1-NEW",558,-223.69882940427,1339.69882940427,0.210891756756622
"B2-F2-PLATE 4-OLD-B2-F2-PLATE 1-NEW",645.5,-136.19882940427,1427.19882940427,0.120657198820286
"B2-F2-PLATE 2-NEW-B2-F2-PLATE 1-OLD",330.5,-451.19882940427,1112.19882940427,0.703387048233199
