"AD_TEST","GT_A_AD","SHAPIRO_TEST","GT_A_SHAP","BONETT_TEST","GT_A_BONN","GEARY","GT_A_GEAR"
"1.65e-03",FALSE,"2.80e-03",FALSE,"2.73e-01",TRUE,"7.85e-01",TRUE
