"AD_TEST","GT_A_AD","SHAPIRO_TEST","GT_A_SHAP","BONETT_TEST","GT_A_BONN","GEARY","GT_A_GEAR"
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"9.29e-04",FALSE,"1.04e-03",FALSE,"1.30e-02",FALSE,"8.27e-01",TRUE
