"","diff","lwr","upr","p.adj"
"A4-E4-PLATE 3-NEW-A4-E4-PLATE 1-NEW",-21.8955781824371,-77.2529235827633,33.461767217889,0.758385170464367
"A4-E4-PLATE 3-OLD-A4-E4-PLATE 1-NEW",-53.6516151680126,-109.008960568339,1.70573023231355,0.0583758304061823
"A4-E4-PLATE 4-NEW-A4-E4-PLATE 1-NEW",21.0387186221859,-34.3186267781402,76.3960640225121,0.788241009079184
"A4-E4-PLATE 4-OLD-A4-E4-PLATE 1-NEW",-6.89712654005609,-62.2544719403822,48.4602188602701,0.999355230643317
"A4-E4-PLATE 2-NEW-A4-E4-PLATE 1-OLD",-36.7360521659765,-92.0933975663027,18.6212932343496,0.268583946729197
"A4-E4-PLATE 2-OLD-A4-E4-PLATE 1-OLD",16.8079380162895,-38.5494073840367,72.1652834166156,0.910735686855026
"A4-E4-PLATE 3-NEW-A4-E4-PLATE 1-OLD",-22.7176268335465,-78.0749722338727,32.6397185667796,0.728737225119318
"A4-E4-PLATE 3-OLD-A4-E4-PLATE 1-OLD",-54.473663819122,-109.831009219448,0.883681581204137,0.0541720800662614
"A4-E4-PLATE 4-NEW-A4-E4-PLATE 1-OLD",20.2166699710765,-35.1406754292496,75.5740153714027,0.815609903192857
"A4-E4-PLATE 4-OLD-A4-E4-PLATE 1-OLD",-7.7191751911655,-63.0765205914917,47.6381702091606,0.998687178367535
"A4-E4-PLATE 2-OLD-A4-E4-PLATE 2-NEW",53.543990182266,-1.81335521806013,108.901335582592,0.0589505305016247
"A4-E4-PLATE 3-NEW-A4-E4-PLATE 2-NEW",14.01842533243,-41.3389200678961,69.3757707327562,0.961342554037455
"A4-E4-PLATE 3-OLD-A4-E4-PLATE 2-NEW",-17.7376116531455,-73.0949570534716,37.6197337471807,0.888168744624916
"A4-E4-PLATE 4-NEW-A4-E4-PLATE 2-NEW",56.952722137053,1.59537673672688,112.310067537379,0.0432901126900209
"A4-E4-PLATE 4-OLD-A4-E4-PLATE 2-NEW",29.016876974811,-26.3404684255151,84.3742223751372,0.495149388065305
"A4-E4-PLATE 3-NEW-A4-E4-PLATE 2-OLD",-39.525564849836,-94.8829102501622,15.8317805504901,0.210708670295683
"A4-E4-PLATE 3-OLD-A4-E4-PLATE 2-OLD",-71.2816018354115,-126.638947235738,-15.9242564350853,0.0124501924320626
"A4-E4-PLATE 4-NEW-A4-E4-PLATE 2-OLD",3.40873195478702,-51.9486134455391,58.7660773551132,0.999994098922294
"A4-E4-PLATE 4-OLD-A4-E4-PLATE 2-OLD",-24.527113207455,-79.8844586077811,30.8302321928712,0.661308699917821
"A4-E4-PLATE 3-OLD-A4-E4-PLATE 3-NEW",-31.7560369855755,-87.1133823859016,23.6013084147507,0.403807707990629
"A4-E4-PLATE 4-NEW-A4-E4-PLATE 3-NEW",42.934296804623,-12.4230485957031,98.2916422049492,0.155324112091446
"A4-E4-PLATE 4-OLD-A4-E4-PLATE 3-NEW",14.998451642381,-40.3588937579451,70.3557970427072,0.946505089715897
"A4-E4-PLATE 4-NEW-A4-E4-PLATE 3-OLD",74.6903337901985,19.3329883898724,130.047679190525,0.00939800558680348
"A4-E4-PLATE 4-OLD-A4-E4-PLATE 3-OLD",46.7544886279565,-8.60285677236964,102.111834028283,0.109692871540648
"A4-E4-PLATE 4-OLD-A4-E4-PLATE 4-NEW",-27.935845162242,-83.2931905625682,27.4215002380841,0.533865228089671
"A5-E5-PLATE 1-OLD-A5-E5-PLATE 1-NEW",-30.172255131879,-129.180639305315,68.8361290415566,0.909319463365572
"A5-E5-PLATE 2-NEW-A5-E5-PLATE 1-NEW",-32.1236435876231,-131.132027761059,66.8847405858126,0.882343704573479
"A5-E5-PLATE 2-OLD-A5-E5-PLATE 1-NEW",-1.15571841677851,-100.164102590214,97.8526657566571,0.999999999943956
"A5-E5-PLATE 3-NEW-A5-E5-PLATE 1-NEW",-25.9289876601635,-124.937371833599,73.0793965132721,0.954482058464526
