"INDEX","SAMPLE_NAME","MFI+","MFI-","rSD+","rSD-","SI","SN"
1,"Specimen_001_A1_A01_001.fcs",NA,46.9700012207031,NA,28.3649997711182,NA,NA
2,"Specimen_001_A2_A02_002.fcs",29819.2412109375,62.8300018310547,9469.17063427734,60.5367697133064,245.77138283087,474.601947189486
3,"Specimen_001_A3_A03_003.fcs",30589.9755859375,71.370002746582,9585.63911503906,76.5550009012222,199.324702657692,428.611102826425
4,"Specimen_001_A4_A04_004.fcs",30449.98046875,67.7099990844727,9939.9978390625,78.35254877851,193.881826075316,449.711724715306
5,"Specimen_001_A5_A05_005.fcs",29550.23046875,73.2000045776367,9866.74345214844,82.3500039577484,178.974068290854,403.691647825086
6,"Specimen_001_A6_A06_006.fcs",29626.7861328125,62.2200012207031,9824.79595761719,59.8253870452881,247.090471050453,476.161773570561
7,"Specimen_001_A7_A07_007.fcs",29753.361328125,70.1500015258789,9194.85958769531,65.5750031471252,226.330231811056,424.139140141697
8,"Specimen_001_A8_A08_008.fcs",28365.916015625,62.8300018310547,9933.0329727539,62.6572804256439,225.856323650861,451.470876793843
9,"Specimen_001_B1_B01_013.fcs",NA,54.9000015258789,NA,35.685001373291,NA,NA
10,"Specimen_001_B2_B02_014.fcs",28998.181640625,69.2350006103516,10034.192421875,75.0322252815246,192.776813772161,418.837024409434
11,"Specimen_001_B3_B03_015.fcs",29973.265625,68.3199996948242,9579.13972958984,78.2513510025024,191.082615457648,438.718761107821
12,"Specimen_001_B4_B04_016.fcs",30298.701171875,71.370002746582,9524.75078242187,79.3716464313507,190.416430351312,424.529914612145
13,"Specimen_001_B5_B05_017.fcs",31104.509765625,68.3199996948242,9874.7593171875,82.6069960227966,187.854487272272,455.276784317395
14,"Specimen_001_B6_B06_018.fcs",29410.236328125,70.7600021362305,9825.43509228516,83.1342193630218,176.45848214363,415.63362691119
15,"Specimen_001_B7_B07_019.fcs",30594.55078125,75.6399993896484,9359.348290625,85.6646790025711,178.130071443706,404.475820043925
16,"Specimen_001_B8_B08_020.fcs",29493.5009765625,69.5400009155273,9155.20709472656,85.8897681549072,171.289093030145,424.122815476941
17,"Specimen_001_C1_C01_025.fcs",NA,53.9850006103516,NA,32.3485152916908,NA,NA
18,"Specimen_001_C2_C02_026.fcs",30759.5556640625,64.0500030517578,10363.7696415039,77.4623195045471,198.131852088478,480.242844628847
19,"Specimen_001_C3_C03_027.fcs",30089.775390625,65.2700042724609,9637.34929150391,75.9449988007545,197.67269642813,461.004648705388
20,"Specimen_001_C4_C04_028.fcs",29044.541015625,68.3199996948242,9920.54576660156,80.2150030732155,180.615968994493,425.125016764679
21,"Specimen_001_C5_C05_029.fcs",29259.87109375,66.4899978637695,10084.0104316406,79.6049990653992,183.363993710386,440.064250771976
