"INDEX","SAMPLE_NAME","MFI+","MFI-","rSD+","rSD-","SI","SN"
1,"Specimen_001_A1_A01_001.fcs",NA,54.6000022888184,NA,33.2999992370605,NA,NA
2,"Specimen_001_A2_A02_002.fcs",29350.201171875,65.4000015258789,10061.5968828125,57.6703825572967,253.898100478648,448.779823961641
3,"Specimen_001_A3_A03_003.fcs",29349.0009765625,68.4000015258789,10790.311765332,61.1999998092651,239.22059694683,429.078952073684
4,"Specimen_001_A4_A04_004.fcs",29358.6015625,66.6000061035156,10394.3916361328,66.0000028610229,221.909093080473,440.819802882124
5,"Specimen_001_A5_A05_005.fcs",30309.6015625,66.3000030517578,10099.5369972656,63.6314756233215,237.644194663025,457.158373565058
6,"Specimen_001_A6_A06_006.fcs",28733.701171875,61.2000007629395,10101.423359375,66.5999999046326,215.25901810938,469.504915256065
7,"Specimen_001_A7_A07_007.fcs",29696.4013671875,66.6000061035156,9959.04682402343,71.7790807925224,206.395798287867,445.891871556749
8,"Specimen_001_A8_A08_008.fcs",27984.6015625,65.4000015258789,9959.04095507812,72.451919958353,192.673993850147,427.899096476725
9,"Specimen_001_B1_B01_013.fcs",1616.70007324219,66,727.215054290771,192.722620211792,4.02313976309073,24.4954556551847
10,"Specimen_001_B2_B02_014.fcs",28035.3017578125,66.9000053405762,9903.32624248047,63.9704703353882,218.604002798772,419.06277309082
11,"Specimen_001_B3_B03_015.fcs",29687.400390625,70.8000030517578,9911.3067109375,62.8983037419319,235.432425245428,419.313546765277
12,"Specimen_001_B4_B04_016.fcs",29015.701171875,64.8000030517578,9981.10712773437,66.2465739387512,218.50866729795,447.77314514475
13,"Specimen_001_B5_B05_017.fcs",29946.001953125,67.8000030517578,10282.6635789062,64.6467643539429,231.088146859828,441.681424855756
14,"Specimen_001_B6_B06_018.fcs",28759.8017578125,64.8000030517578,10506.9714638672,66.9647448295593,214.254544147044,443.824080298903
15,"Specimen_001_B7_B07_019.fcs",28907.701171875,67.2000045776367,10031.3737631836,62.964365359497,229.022408171921,430.174095278188
16,"Specimen_001_B8_B08_020.fcs",28682.4013671875,67.2000045776367,9483.46333984375,70.4825430084466,202.994955496857,426.821419841579
17,"Specimen_001_C1_C01_025.fcs",1261.50006103516,67.2000045776367,118.55499697876,146.083628876018,4.08772723421022,18.7723210580698
18,"Specimen_001_C2_C02_026.fcs",29504.400390625,64.2000045776367,9172.77040175781,63.3922508907318,232.206618099056,459.570066773835
19,"Specimen_001_C3_C03_027.fcs",28243.80078125,64.2000045776367,9530.02463671875,63.6612960937738,221.324434984511,439.93456023971
20,"Specimen_001_C4_C04_028.fcs",27661.80078125,67.2000045776367,10098.0161304687,68.1000027656555,202.603521703445,411.633912156838
21,"Specimen_001_C5_C05_029.fcs",27715.5009765625,70.2000045776367,10117.7364705078,65.7000060081482,210.390399116221,394.807680474022
22,"Specimen_001_C6_C06_030.fcs",29130.3017578125,65.4000015258789,10138.2989526367,67.0800316883087,216.643470677969,445.417447678278
23,"Specimen_001_C7_C07_031.fcs",28726.201171875,66.3000030517578,10119.4963001953,69.756516078639,205.428129011732,433.276015831396
24,"Specimen_001_C8_C08_032.fcs",28394.701171875,66.3000030517578,9393.43990927734,68.1000044345856,207.991184464859,428.276016061543
25,"Specimen_001_D1_D01_037.fcs",1769.40002441406,60.6000022888184,625.414709130859,222.190894802856,3.84534214068811,29.1980191020644
26,"Specimen_001_D2_D02_038.fcs",28604.400390625,64.8000030517578,9483.93027539062,60.8999996185303,234.315275585728,441.425911165124
27,"Specimen_001_D3_D03_039.fcs",28818.0009765625,67.8000030517578,10259.2366378906,67.1460020637512,214.087213608147,425.044243059446
28,"Specimen_001_D4_D04_040.fcs",30303.6005859375,66.6000061035156,10109.1674853516,66.6739220870972,226.752826542399,455.008976107854
29,"Specimen_001_D5_D05_041.fcs",29808.30078125,66,9759.21054228516,66.0000029802322,225.320450289663,451.64092092803
30,"Specimen_001_D6_D06_042.fcs",29428.80078125,62.7000026702881,10419.2247316406,64.3582499098778,228.14558211031,469.358844145561
31,"Specimen_001_D7_D07_043.fcs",29537.400390625,69.6000061035156,9371.63408671875,67.5733507461548,218.043060312488,424.387899430558
32,"Specimen_001_D8_D08_044.fcs",29952.9013671875,63.0000038146973,9581.58936679687,70.9748748306274,210.566777572354,475.442850055825
33,"Specimen_001_E1_E01_049.fcs",2065.20007324219,63.6000022888184,1088.88442550659,217.882088565063,4.59331027193559,32.4716980962322
34,"Specimen_001_E2_E02_050.fcs",29928.3017578125,62.4000015258789,10140.2609265625,63.9000015258789,233.69249642499,479.620208749522
35,"Specimen_001_E3_E03_051.fcs",28138.8017578125,62.4000015258789,9928.70397353516,63.0000028610229,222.828575248026,450.942324835403
36,"Specimen_001_E4_E04_052.fcs",29801.400390625,63.3000030517578,10667.5104,64.7407826360464,229.670535145923,470.79619200425
37,"Specimen_001_E5_E05_053.fcs",28438.201171875,62.4000015258789,9617.6256,61.9639238073349,228.970338116243,455.740392251127
38,"Specimen_001_E6_E06_054.fcs",29576.400390625,66.3000030517578,10642.9321832031,65.4000043869019,225.61237315057,446.09953286934
39,"Specimen_001_E7_E07_055.fcs",28947.6015625,65.4000015258789,8588.01257675781,67.2000045776367,214.897318404244,442.623866775376
40,"Specimen_001_E8_E08_056.fcs",28983.3017578125,73.8000030517578,9900.30852001953,78.900003015995,183.203426170339,392.727649855052
41,"Specimen_001_F1_F01_061.fcs",NA,64.8000030517578,NA,96.9000053405762,NA,NA
