"INDEX","SAMPLE_NAME","MFI+","MFI-","rSD+","rSD-","SI","SN"
1,"Specimen_001_A1_A01_001.fcs",1675.80004882812,57.0000038146973,0,31.2000007629395,25.9423077793046,29.3999988890532
2,"Specimen_001_A2_A02_002.fcs",30136.80078125,70.2000045776367,9963.8194921875,68.2548044714928,220.252632832828,429.29912843411
3,"Specimen_001_A3_A03_003.fcs",29650.201171875,76.8000030517578,9744.291225,87.3000061511993,169.378001632689,386.070312417733
4,"Specimen_001_A4_A04_004.fcs",30270.001953125,69.6000061035156,10481.2757107422,71.7819623119354,210.362053183937,434.913783026177
5,"Specimen_001_A5_A05_005.fcs",30059.4013671875,69.3000030517578,10098.8931759766,65.4000029563904,229.282110156276,433.757576384768
6,"Specimen_001_A6_A06_006.fcs",31494.6015625,68.7000007629395,10413.4270337891,69.8999998569489,224.791857124825,458.436698875408
7,"Specimen_001_A7_A07_007.fcs",30415.201171875,72.3000030517578,9755.99771367187,71.7000045776367,211.596228951199,420.68049637704
8,"Specimen_001_A8_A08_008.fcs",30264.6015625,68.4000015258789,9442.45918632812,74.0999999046326,203.753047232368,442.464925253686
9,"Specimen_001_B1_B01_013.fcs",NA,64.2000045776367,NA,38.6999998092651,NA,NA
10,"Specimen_001_B2_B02_014.fcs",29596.201171875,71.4000015258789,9715.43392460938,70.4453441370725,209.558215180976,414.512612596344
11,"Specimen_001_B3_B03_015.fcs",30333.9013671875,67.8000030517578,9673.62375195312,66.6000061035156,227.222962390525,447.402654894144
12,"Specimen_001_B4_B04_016.fcs",29733.6015625,66.6000061035156,8920.66141875,68.7000014781952,215.917037249355,446.450432996739
13,"Specimen_001_B5_B05_017.fcs",30010.201171875,66,9675.16081210937,69.930902951479,214.098487993581,454.700017755682
14,"Specimen_001_B6_B06_018.fcs",31196.400390625,71.4000015258789,10590.7241744141,67.3438825719833,231.090035207206,436.924365881391
15,"Specimen_001_B7_B07_019.fcs",31482.6015625,72.6000061035156,10374.0928886719,70.5498343232155,222.608613171899,433.644613164509
16,"Specimen_001_B8_B08_020.fcs",29998.8017578125,69.3000030517578,9952.57843359375,73.8406539216041,202.662762077761,432.883123185542
17,"Specimen_001_C1_C01_025.fcs",1824.90002441406,70.8000030517578,463.747661981201,76.0553440597534,11.5317341802056,25.7754229626231
18,"Specimen_001_C2_C02_026.fcs",29819.400390625,75.9000053405762,10476.6485054687,77.7893438889265,191.179786962559,392.877447858143
19,"Specimen_001_C3_C03_027.fcs",30357.001953125,72,9725.61283134765,84.2104500501752,179.817361949023,421.625027126736
20,"Specimen_001_C4_C04_028.fcs",29851.201171875,70.2000045776367,9511.05660507813,83.3028615080356,178.751369569847,425.230758195485
21,"Specimen_001_C5_C05_029.fcs",29610.9013671875,80.4000015258789,10003.0068,80.7000061273575,182.964678584149,368.294786134506
22,"Specimen_001_C6_C06_030.fcs",29287.8017578125,68.4000015258789,9331.67245253906,70.6249233781814,206.863245711595,428.184226673322
23,"Specimen_001_C7_C07_031.fcs",29996.400390625,67.2000045776367,10583.6415626953,67.5819636947632,221.42890462035,446.37497540599
24,"Specimen_001_C8_C08_032.fcs",29520.6015625,66.9000053405762,9399.92073027343,65.890954547286,223.503375839109,441.264562120972
25,"Specimen_001_D1_D01_037.fcs",2147.40014648438,63.0000038146973,1171.07408581543,279.659378985596,3.7266766275288,34.0857145469475
26,"Specimen_001_D2_D02_038.fcs",30276.001953125,70.8000030517578,9910.7897734375,85.0290000748634,177.617059611892,427.627127798172
27,"Specimen_001_D3_D03_039.fcs",30361.80078125,63.6000022888184,10398.4014277344,69.5999999046326,217.659488652848,477.386787556578
28,"Specimen_001_D4_D04_040.fcs",29944.201171875,72.6000061035156,10444.6043035156,79.5417647729873,187.773060171755,412.454526920831
29,"Specimen_001_D5_D05_041.fcs",29895.6015625,70.8000030517578,9971.1254859375,70.0003260398865,213.033304605281,422.25424115653
30,"Specimen_001_D6_D06_042.fcs",30471.0009765625,67.8000030517578,9663.79576767578,67.5205241415023,225.140439592819,449.424772935501
31,"Specimen_001_D7_D07_043.fcs",30769.80078125,72,8870.4432625,69.9045343177795,219.569453404129,427.358344184028
32,"Specimen_001_D8_D08_044.fcs",30180.6015625,74.4000015258789,9778.16121679688,97.7810101786613,153.947077791308,405.653238488203
33,"Specimen_001_E1_E01_049.fcs",NA,61.2000007629395,NA,37.5000019073486,NA,NA
34,"Specimen_001_E2_E02_050.fcs",30742.201171875,70.8000030517578,10043.66115625,62.0276748908996,247.239649259553,434.211862242451
35,"Specimen_001_E3_E03_051.fcs",31601.400390625,73.2000045776367,10900.3888115234,82.8876635440826,190.186325913744,431.713093092887
