"INDEX","SAMPLE_NAME","MFI+","MFI-","rSD+","rSD-"
1,"Specimen_001_A1_A01_001.fcs",NA,50.4000015258789,NA,30.8699998855591
2,"Specimen_001_A2_A02_096.fcs",35085.013671875,69.9300003051758,10137.0557410156,56.0699977874756
3,"Specimen_001_A3_A03_097.fcs",35436.5546875,71.1900024414062,9892.1146796875,55.7549991607666
4,"Specimen_001_A4_A04_098.fcs",35551.53125,73.0800018310547,9779.0047046875,57.959997177124
5,"Specimen_001_A5_A05_099.fcs",35602.560546875,71.8199996948242,9251.78750732422,54.1564362152099
6,"Specimen_001_A6_A06_100.fcs",35734.23046875,74.3399963378906,9366.6360390625,53.2349987030029
7,"Specimen_001_A7_A07_101.fcs",35304.5703125,69.9300003051758,9834.24712753906,53.2349967956543
8,"Specimen_001_A8_A08_102.fcs",35828.1015625,71.1900024414062,8709.94552929687,55.1713044052124
9,"Specimen_001_B1_B01_107.fcs",NA,49.7700004577637,NA,29.2950010299683
10,"Specimen_001_B2_B02_108.fcs",35671.23046875,71.8199996948242,8656.61556738281,54.3552021181107
11,"Specimen_001_B3_B03_109.fcs",35514.673828125,70.5599975585938,9471.95352011719,54.1799993515015
12,"Specimen_001_B4_B04_110.fcs",35285.669921875,69.9300003051758,8959.6260368164,53.1698861852646
13,"Specimen_001_B5_B05_111.fcs",35504.28125,66.1500015258789,9779.43921640625,50.9901839065551
14,"Specimen_001_B6_B06_112.fcs",35998.828125,68.9850006103516,9595.37972558594,51.3937298959732
15,"Specimen_001_B7_B07_113.fcs",35314.01953125,76.8600006103516,9617.7333703125,57.0149974822998
16,"Specimen_001_B8_B08_114.fcs",35496.720703125,69.9300003051758,8774.89702851562,56.2494212707519
17,"Specimen_001_C1_C01_119.fcs",NA,48.5099983215332,NA,30.2073647621155
18,"Specimen_001_C2_C02_120.fcs",35526.328125,68.6699981689453,9152.68455839843,57.0150022506714
19,"Specimen_001_C3_C03_121.fcs",33580.57421875,73.0800018310547,9908.54194970703,53.1409741892815
20,"Specimen_001_C4_C04_122.fcs",35183.294921875,68.0400009155273,9571.1677040039,55.0954203170776
21,"Specimen_001_C5_C05_123.fcs",35429.310546875,69.3000030517578,9070.40112548828,56.3849983215332
22,"Specimen_001_C6_C06_124.fcs",35758.16796875,73.0800018310547,8929.40051367188,55.8753921401977
23,"Specimen_001_C7_C07_125.fcs",35234.0078125,69.3000030517578,9092.61864375,51.6600017547607
24,"Specimen_001_C8_C08_126.fcs",34956.80859375,71.1900024414062,9687.79838496094,51.6600017547607
25,"Specimen_001_D1_D01_131.fcs",NA,49.7700004577637,NA,29.6099987030029
26,"Specimen_001_D2_D02_132.fcs",35654.21875,69.9300003051758,9776.86763671875,52.9199991226196
27,"Specimen_001_D3_D03_133.fcs",35745.5703125,68.0400009155273,9066.489790625,55.3544126289368
28,"Specimen_001_D4_D04_134.fcs",35849.8359375,66.7799987792969,9199.26745761718,56.5041933380127
29,"Specimen_001_D5_D05_135.fcs",34964.0546875,72.4499969482422,9790.64163125,54.1714933319092
30,"Specimen_001_D6_D06_136.fcs",34803.720703125,71.1900024414062,9315.58420791016,56.6595863167763
31,"Specimen_001_D7_D07_137.fcs",35852.66796875,73.7099990844727,9263.230075,55.8717356743813
32,"Specimen_001_D8_D08_138.fcs",35122.18359375,70.5599975585938,9524.60989892578,51.9189306259155
33,"Specimen_001_E1_E01_143.fcs",NA,49.7700004577637,NA,29.9250001907349
34,"Specimen_001_E2_E02_144.fcs",34693.46875,68.6699981689453,10028.5234396484,58.6982327564239
35,"Specimen_001_E3_E03_145.fcs",34969.41015625,67.4099960327148,9478.00193554687,51.0859453964233
36,"Specimen_001_E4_E04_146.fcs",35244.08984375,68.0400009155273,9533.0918125,54.4950017929077
37,"Specimen_001_E5_E05_147.fcs",34299.08984375,69.3000030517578,9620.40201191406,51.6599998474121
38,"Specimen_001_E6_E06_148.fcs",35316.5390625,68.6699981689453,9024.0367625,50.3805964805603
39,"Specimen_001_E7_E07_149.fcs",34713.314453125,69.9300003051758,8783.67209033203,53.7017035995483
40,"Specimen_001_E8_E08_150.fcs",35282.833984375,68.6699981689453,9271.0283828125,53.2350015640259
41,"Specimen_001_F1_F01_155.fcs",1642.41003417969,47.25,0,30.5549983978271
42,"Specimen_001_F2_F02_156.fcs",36007.333984375,65.8349990844727,9105.98740996094,53.5500011444092
43,"Specimen_001_F3_F03_157.fcs",35144.234375,66.7799987792969,8814.3659671875,51.1443771194458
44,"Specimen_001_F4_F04_158.fcs",35450.73046875,68.6699981689453,9109.0450234375,50.0939784526825
45,"Specimen_001_F5_F05_159.fcs",35623.6640625,69.9300003051758,9523.48072236328,52.2899990081787
46,"Specimen_001_F6_F06_160.fcs",36230.353515625,67.4099960327148,8906.91792236328,51.0300006866455
47,"Specimen_001_F7_F07_161.fcs",34823.564453125,70.5599975585938,9188.25298056641,55.439995765686
48,"Specimen_001_F8_F08_162.fcs",35357.8046875,69.3000030517578,8825.22595751953,50.2692413853645
49,"Specimen_001_G1_G01_167.fcs",NA,47.25,NA,28.958800831604
50,"Specimen_001_G2_G02_168.fcs",35920.7109375,62.3699989318848,9527.52489482422,51.9279386329651
51,"Specimen_001_G3_G03_169.fcs",34982.0078125,66.7799987792969,8653.89980292969,53.5420956086159
52,"Specimen_001_G4_G04_170.fcs",35302.994140625,63.6300010681152,8576.47109970703,54.4950017929077
53,"Specimen_001_G5_G05_171.fcs",35541.44921875,64.8899993896484,9031.07849726563,55.16166510849
54,"Specimen_001_G6_G06_172.fcs",34841.8359375,64.2600021362305,9405.37980566406,54.4950017929077
55,"Specimen_001_G7_G07_173.fcs",34386.66015625,64.8899993896484,9597.98166503906,53.8842149200439
56,"Specimen_001_G8_G08_174.fcs",35103.6015625,65.2049980163574,9517.72488183593,50.3999996185303
57,"Specimen_001_H1_H01_179.fcs",NA,47.25,NA,29.5960127216339
58,"Specimen_001_H2_H02_180.fcs",35630.279296875,66.1500015258789,9670.88845263672,51.9116827964783
59,"Specimen_001_H3_H03_181.fcs",34450.919921875,64.8899993896484,8982.82131708984,51.9750003814697
60,"Specimen_001_H4_H04_182.fcs",35574.2109375,68.6699981689453,8888.97897216797,52.9175125332832
61,"Specimen_001_H5_H05_183.fcs",34341.9296875,66.1500015258789,8884.3050703125,51.0299987792969
62,"Specimen_001_H6_H06_184.fcs",34289.0078125,68.0400009155273,9260.03378203125,51.0299987792969
63,"Specimen_001_H7_H07_185.fcs",35199.98828125,69.3000030517578,9353.08330898437,51.9749994277954
64,"Specimen_001_H8_H08_186.fcs",34932.5546875,68.6699981689453,9190.64930615234,55.2803267501831
