"INDEX","SAMPLE_NAME","MFI+","MFI-","rSD+","rSD-"
1,"Specimen_001_A1_A01_000.fcs",NA,52.2900009155273,NA,30.5549983978271
2,"Specimen_001_A2_A02_001.fcs",36107.19140625,85.6800003051758,9740.85084765625,79.0650010108948
3,"Specimen_001_A3_A03_002.fcs",36791.0546875,75.5999984741211,9736.2009140625,74.8205294020176
4,"Specimen_001_A4_A04_003.fcs",36535.58984375,76.8600006103516,9251.01353339844,78.1199991703033
5,"Specimen_001_A5_A05_004.fcs",35550.26953125,74.3399963378906,9062.79209628906,61.0406396100998
6,"Specimen_001_A6_A06_005.fcs",36299.025390625,71.1900024414062,9593.16569443359,53.8649988174438
7,"Specimen_001_A7_A07_006.fcs",36424.080078125,75.5999984741211,9267.63808124999,71.8795050758361
8,"Specimen_001_A8_A08_007.fcs",36333.359375,76.8600006103516,9313.71782421875,71.8199973106384
9,"Specimen_001_B1_B01_012.fcs",NA,51.0299987792969,NA,30.5550012588501
10,"Specimen_001_B2_B02_013.fcs",36496.53125,76.2299957275391,8952.03577773437,78.4096071234703
11,"Specimen_001_B3_B03_014.fcs",36005.12890625,79.6949996948242,8727.75442734375,79.6950011253357
12,"Specimen_001_B4_B04_015.fcs",35985.28515625,74.0249977111816,9167.8085086914,63.6135560333252
13,"Specimen_001_B5_B05_016.fcs",36709.46875,80.9549980163574,9214.4524578125,76.230001449585
14,"Specimen_001_B6_B06_017.fcs",35194.94921875,71.8199996948242,9572.57334140625,52.4290402439117
15,"Specimen_001_B7_B07_018.fcs",36083.87890625,74.3399963378906,9883.00404492187,60.4800004959106
16,"Specimen_001_B8_B08_019.fcs",35063.91015625,73.7099990844727,9003.059159375,59.5350008010864
17,"Specimen_001_C1_C01_024.fcs",NA,50.4000015258789,NA,29.9250001907349
18,"Specimen_001_C2_C02_025.fcs",36923.353515625,80.0100021362305,8819.69718613282,78.4350016117096
19,"Specimen_001_C3_C03_026.fcs",36075.69140625,82.5299987792969,8929.83371875,79.2341568450927
20,"Specimen_001_C4_C04_027.fcs",35896.76953125,77.4899978637695,9367.03892529297,61.3586631864548
21,"Specimen_001_C5_C05_028.fcs",35883.853515625,73.0800018310547,8702.73045888672,67.7249965667725
22,"Specimen_001_C6_C06_029.fcs",36042.298828125,76.8600006103516,9014.46739804688,69.6149983406067
23,"Specimen_001_C7_C07_030.fcs",35451.359375,74.3399963378906,8836.02832402343,62.0549974441528
24,"Specimen_001_C8_C08_031.fcs",35922.916015625,70.5599975585938,9879.00291796875,55.4399967193604
25,"Specimen_001_D1_D01_036.fcs",NA,48.5099983215332,NA,30.8700008392334
26,"Specimen_001_D2_D02_037.fcs",36448.6484375,78.75,9480.1237625,80.0100009441376
27,"Specimen_001_D3_D03_038.fcs",35925.43359375,81.2699966430664,9089.47430537109,79.6949965953827
28,"Specimen_001_D4_D04_039.fcs",35975.51953125,80.0100021362305,9194.93705820312,78.7499964237213
29,"Specimen_001_D5_D05_040.fcs",36483.30078125,76.8600006103516,8869.01100585938,76.635845139122
30,"Specimen_001_D6_D06_041.fcs",35871.5703125,76.8600006103516,9090.51687841796,77.489999294281
31,"Specimen_001_D7_D07_042.fcs",36060.255859375,73.0800018310547,9285.55088085937,63.3149967193604
32,"Specimen_001_D8_D08_043.fcs",35470.576171875,72.7649993896484,9302.31104638672,60.279944429779
33,"Specimen_001_E1_E01_048.fcs",1546.65002441406,49.1399993896484,0,28.979998588562
34,"Specimen_001_E2_E02_049.fcs",35982.44921875,73.0800018310547,8925.44055820312,64.2599964141846
35,"Specimen_001_E3_E03_050.fcs",36802.7109375,83.7900009155273,9375.49272421875,80.4916950211525
36,"Specimen_001_E4_E04_051.fcs",35663.0390625,84.4199981689453,8817.15099921875,77.8049991130829
37,"Specimen_001_E5_E05_052.fcs",35192.4296875,74.3399963378906,9393.27807109375,80.1694502613544
38,"Specimen_001_E6_E06_053.fcs",36020.248046875,82.5299987792969,9636.84796523437,91.0385273979187
39,"Specimen_001_E7_E07_054.fcs",35954.1015625,76.2299957275391,9247.92921210937,74.162243321228
40,"Specimen_001_E8_E08_055.fcs",35967.015625,74.9700012207031,9828.22141464843,79.6834040016174
41,"Specimen_001_F1_F01_060.fcs",NA,46.6199989318848,NA,29.6100006103516
42,"Specimen_001_F2_F02_061.fcs",36183.41796875,73.0800018310547,9631.1874234375,62.6849975585938
43,"Specimen_001_F3_F03_062.fcs",35773.2890625,70.875,9011.27912207031,77.9765801250458
