"INDEX","SAMPLE_NAME","MFI+","MFI-","rSD+","rSD-"
44,"Specimen_001_F4_F04_063.fcs",36351.62890625,75.5999984741211,9053.04717529297,74.6550002098083
45,"Specimen_001_F5_F05_064.fcs",36084.1953125,77.4899978637695,9021.28374980469,79.3800015449524
46,"Specimen_001_F6_F06_065.fcs",35388.044921875,67.4099960327148,9601.97329941406,59.7969205627441
47,"Specimen_001_F7_F07_066.fcs",35481.9140625,69.3000030517578,9260.22185195312,57.0149965286255
48,"Specimen_001_F8_F08_067.fcs",34888.140625,69.9300003051758,9330.34191679688,56.6999959945679
49,"Specimen_001_G1_G01_072.fcs",NA,47.25,NA,29.6100006103516
50,"Specimen_001_G2_G02_073.fcs",35587.125,72.4499969482422,9029.82422226562,83.0810274293899
51,"Specimen_001_G3_G03_074.fcs",36134.28125,68.0400009155273,9976.59454296875,61.7399988174438
52,"Specimen_001_G4_G04_075.fcs",36703.484375,71.8199996948242,9029.6123046875,79.380001783371
53,"Specimen_001_G5_G05_076.fcs",35925.12109375,76.5449981689453,8913.97197578125,77.7874519947052
54,"Specimen_001_G6_G06_077.fcs",36755.4609375,72.4499969482422,8424.23234375,80.6399990916252
55,"Specimen_001_G7_G07_078.fcs",35948.744140625,69.9300003051758,9010.98884951172,56.8920540534973
56,"Specimen_001_G8_G08_079.fcs",36582.5234375,68.0400009155273,9167.3925524414,57.8689024353027
57,"Specimen_001_H1_H01_084.fcs",NA,46.6199989318848,NA,30.2399978637695
58,"Specimen_001_H2_H02_085.fcs",36776.25,74.3399963378906,9724.825603125,82.638297032839
59,"Specimen_001_H3_H03_086.fcs",36448.96484375,75.5999984741211,8868.26297851562,86.9073690376997
60,"Specimen_001_H4_H04_087.fcs",35757.5390625,79.379997253418,9057.64046445312,80.9549987316132
61,"Specimen_001_H5_H05_088.fcs",36316.666015625,75.5999984741211,8713.58556035156,81.8945180821299
62,"Specimen_001_H6_H06_089.fcs",35876.923828125,73.0800018310547,8786.87243632812,79.0263178682327
63,"Specimen_001_H7_H07_090.fcs",34546.99609375,73.0800018310547,9290.92302294922,58.9656048820495
64,"Specimen_001_H8_H08_091.fcs",36047.33984375,74.3399963378906,9001.7232243164,75.2850003242493
