"INDEX","SAMPLE_NAME","MFI+","MFI-","rSD+","rSD-"
1,"Specimen_001_A1_A01_001.fcs",NA,53.0699996948242,NA,30.5
2,"Specimen_001_A2_A02_097.fcs",33202.912109375,79.3000030517578,9018.56269765625,63.1349992752075
3,"Specimen_001_A3_A03_098.fcs",33683.89453125,77.7750015258789,9065.77697480469,61.0000038146973
4,"Specimen_001_A4_A04_099.fcs",33529.87109375,79.9100036621094,8669.998325,63.1209082611084
5,"Specimen_001_A5_A05_100.fcs",33862.015625,78.0800018310547,9055.03795,61.0000047683716
6,"Specimen_001_A6_A06_101.fcs",33971.205078125,76.8600006103516,9296.84293583984,62.2199974060059
7,"Specimen_001_A7_A07_102.fcs",33126.66015625,79.3000030517578,9229.14559423828,62.5249996185303
8,"Specimen_001_A8_A08_103.fcs",33553.66015625,80.5200042724609,9025.58824472656,61.2710890396118
9,"Specimen_001_B1_B01_108.fcs",NA,50.6300010681152,NA,31.1099996566772
10,"Specimen_001_B2_B02_109.fcs",33611,78.0800018310547,9130.87237265625,62.7844319244385
11,"Specimen_001_B3_B03_110.fcs",32600.8408203125,80.8250045776367,9918.09993339844,68.0150022506714
12,"Specimen_001_B4_B04_111.fcs",33119.951171875,79.9100036621094,9103.96957890625,59.1700029373169
13,"Specimen_001_B5_B05_112.fcs",33557.9296875,79.6050033569336,9227.64617011719,65.269998550415
14,"Specimen_001_B6_B06_113.fcs",33661.01953125,80.5200042724609,8708.67376933594,63.1350049972534
15,"Specimen_001_B7_B07_114.fcs",34085.58203125,80.5200042724609,9053.81870117188,58.9932257141113
16,"Specimen_001_B8_B08_115.fcs",33413.359375,73.8100051879883,9201.06058007812,59.4750032424927
17,"Specimen_001_C1_C01_120.fcs",20730.849609375,52.4600028991699,0,30.5
18,"Specimen_001_C2_C02_121.fcs",34268.58203125,79.3000030517578,9116.61508203125,66.4899988174438
19,"Specimen_001_C3_C03_122.fcs",33343.515625,76.25,9135.90318447266,65.4477836260796
20,"Specimen_001_C4_C04_123.fcs",34067.28125,77.4700012207031,8469.58546572265,62.5213396148681
21,"Specimen_001_C5_C05_124.fcs",34146.275390625,78.6900024414062,9239.18792246093,68.0150012969971
22,"Specimen_001_C6_C06_125.fcs",33185.22265625,74.4199981689453,9402.67165625,65.0926437339783
23,"Specimen_001_C7_C07_126.fcs",33840.97265625,79.9100036621094,9234.76683144531,60.904868497467
24,"Specimen_001_C8_C08_127.fcs",33578.9765625,81.1300048828125,8619.91645117187,66.7950010299683
25,"Specimen_001_D1_D01_132.fcs",NA,51.2400016784668,NA,30.5000019073486
26,"Specimen_001_D2_D02_133.fcs",34010.55078125,77.1650009155273,8868.2202953125,61.1830287757873
27,"Specimen_001_D3_D03_134.fcs",34466.83203125,75.6399993896484,9303.41927568359,60.4890673034668
28,"Specimen_001_D4_D04_135.fcs",34169.45703125,75.3349990844727,8812.63700683594,54.8351880073547
29,"Specimen_001_D5_D05_136.fcs",33000.0859375,75.6399993896484,9293.56059658203,62.1037932434082
30,"Specimen_001_D6_D06_137.fcs",33014.7265625,73.2000045776367,8440.67537207031,60.6950025558472
31,"Specimen_001_D7_D07_138.fcs",34148.10546875,74.4199981689453,9075.79182958984,60.7258389439583
32,"Specimen_001_D8_D08_139.fcs",32369.650390625,75.9449996948242,9194.93174443359,57.6571718772888
33,"Specimen_001_E1_E01_144.fcs",NA,50.935001373291,NA,29.1568124022484
34,"Specimen_001_E2_E02_145.fcs",34413.76171875,78.0800018310547,8925.49634521484,62.5250043869019
35,"Specimen_001_E3_E03_146.fcs",34766.33984375,80.5200042724609,8631.39223359375,69.2658389058113
36,"Specimen_001_E4_E04_147.fcs",34850.51953125,76.25,8523.8906015625,71.370002746582
37,"Specimen_001_E5_E05_148.fcs",33845.8515625,78.6900024414062,9495.33067675781,65.2699995040894
38,"Specimen_001_E6_E06_149.fcs",33999.572265625,78.0800018310547,8342.59347460938,64.6599979400635
39,"Specimen_001_E7_E07_150.fcs",34472.015625,76.8600006103516,8946.15783232422,70.4805913166523
40,"Specimen_001_E8_E08_151.fcs",33552.134765625,79.3000030517578,8633.25239570312,74.4200048446655
41,"Specimen_001_F1_F01_156.fcs",NA,48.8000030517578,NA,29.2800016403198
42,"Specimen_001_F2_F02_157.fcs",33305.390625,74.4199981689453,8808.005440625,64.6004323341369
43,"Specimen_001_F3_F03_158.fcs",32511.4755859375,73.8100051879883,8544.53903251953,63.3734542358398
44,"Specimen_001_F4_F04_159.fcs",33473.140625,77.4700012207031,8711.63568066406,64.9952561828613
45,"Specimen_001_F5_F05_160.fcs",33705.24609375,73.8100051879883,9603.39703476562,56.6191319313049
46,"Specimen_001_F6_F06_161.fcs",32979.95703125,72.5900039672852,9135.86174990234,56.9976077636719
47,"Specimen_001_F7_F07_162.fcs",33259.03125,75.0299987792969,8396.230921875,60.3900032043457
48,"Specimen_001_F8_F08_163.fcs",32755.169921875,71.370002746582,8525.415871875,60.0697509765625
49,"Specimen_001_G1_G01_168.fcs",NA,48.8000030517578,NA,29.2800006866455
50,"Specimen_001_G2_G02_169.fcs",34231.98046875,75.0299987792969,9053.3140703125,64.0500049591064
51,"Specimen_001_G3_G03_170.fcs",34398.51171875,74.4199981689453,8985.0083203125,64.3420961623192
52,"Specimen_001_G4_G04_171.fcs",34197.8203125,73.8100051879883,9060.88629755859,64.6330988204956
53,"Specimen_001_G5_G05_172.fcs",33684.201171875,71.9800033569336,9335.62872460937,63.0643659729004
54,"Specimen_001_G6_G06_173.fcs",33456.671875,71.370002746582,10137.8506918945,56.054545866394
55,"Specimen_001_G7_G07_174.fcs",33860.4921875,72.5900039672852,8712.32439199219,55.2655748916626
56,"Specimen_001_G8_G08_175.fcs",34002.62109375,68.9300003051758,8482.96438320313,58.4770403366089
57,"Specimen_001_H1_H01_180.fcs",NA,48.8000030517578,NA,29.2800006866455
58,"Specimen_001_H2_H02_181.fcs",33840.056640625,78.995002746582,7969.38415527344,65.9545736427307
59,"Specimen_001_H3_H03_182.fcs",33786.681640625,73.2000045776367,8627.08588564453,66.2444125717163
60,"Specimen_001_H4_H04_183.fcs",33755.5703125,70.7600021362305,8820.01436035156,67.1022011245727
61,"Specimen_001_H5_H05_184.fcs",33977,74.4199981689453,8671.81933291016,60.3900022506714
62,"Specimen_001_H6_H06_185.fcs",33596.97265625,72.5900039672852,8114.81831484375,56.7300004959106
63,"Specimen_001_H7_H07_186.fcs",33474.970703125,71.9800033569336,8231.30411318359,64.5065594420433
64,"Specimen_001_H8_H08_187.fcs",33715.921875,75.0299987792969,8455.13427832031,61.3050022125244
