"INDEX","SAMPLE_NAME","MFI+","MFI-","rSD+","rSD-"
1,"Specimen_001_A1_A01_001.fcs",NA,53.0699996948242,NA,31.1100006103516
2,"Specimen_001_A2_A02_002.fcs",34915.1796875,79.3000030517578,9332.10121132813,59.7800045013428
3,"Specimen_001_A3_A03_003.fcs",35106.416015625,78.6900024414062,9448.31799013671,59.663828931427
4,"Specimen_001_A4_A04_004.fcs",34590.662109375,77.4700012207031,9822.53767773437,58.8205669486999
5,"Specimen_001_A5_A05_005.fcs",34410.7109375,78.6900024414062,9221.45342792969,57.6450042724609
6,"Specimen_001_A6_A06_006.fcs",34600.7265625,76.8600006103516,9152.01368496094,57.9500036239624
7,"Specimen_001_A7_A07_007.fcs",34809.041015625,76.8600006103516,9337.86243164062,59.3232660651207
8,"Specimen_001_A8_A08_008.fcs",34404.306640625,76.25,9107.45443164062,58.2550029754639
9,"Specimen_001_B1_B01_013.fcs",NA,54.9000015258789,NA,31.4150009155273
10,"Specimen_001_B2_B02_014.fcs",33256.58984375,79.9100036621094,8663.4684765625,61.6099987030029
11,"Specimen_001_B3_B03_015.fcs",33276.416015625,78.6900024414062,9069.90157363281,58.5600051879883
12,"Specimen_001_B4_B04_016.fcs",33756.7890625,79.3000030517578,8950.93641269531,59.4824709815979
13,"Specimen_001_B5_B05_017.fcs",32917.4296875,79.9100036621094,9438.92745566406,57.0738607009887
14,"Specimen_001_B6_B06_018.fcs",34540.9453125,78.6900024414062,9838.16313330078,58.8650045394897
15,"Specimen_001_B7_B07_019.fcs",33542.6796875,78.0800018310547,8676.43219609375,60.6950054168701
16,"Specimen_001_B8_B08_020.fcs",33736.966796875,77.4700012207031,9339.25344794922,58.8649978637695
17,"Specimen_001_C1_C01_025.fcs",NA,52.4600028991699,NA,30.8050003051758
18,"Specimen_001_C2_C02_026.fcs",34654.099609375,81.7400054931641,9185.8589602539,59.4993679985046
19,"Specimen_001_C3_C03_027.fcs",34447.921875,76.5550003051758,9021.20678613281,56.0318262046813
20,"Specimen_001_C4_C04_028.fcs",34513.19140625,78.0800018310547,8985.49183808594,57.3400030136108
21,"Specimen_001_C5_C05_029.fcs",33983.40625,77.4700012207031,9643.04987519531,55.5100011825562
22,"Specimen_001_C6_C06_030.fcs",34101.13671875,78.0800018310547,9139.98692949219,57.9500036239624
23,"Specimen_001_C7_C07_031.fcs",33934.60546875,73.8100051879883,9206.79139316406,59.8632981773376
24,"Specimen_001_C8_C08_032.fcs",33725.376953125,78.995002746582,9328.46871777344,58.407107105732
25,"Specimen_001_D1_D01_037.fcs",NA,52.4600028991699,NA,30.1949996948242
26,"Specimen_001_D2_D02_038.fcs",34501.6015625,75.6399993896484,8618.66460507812,58.5009857215881
27,"Specimen_001_D3_D03_039.fcs",34872.17578125,77.4700012207031,9053.34010048828,59.8778790992737
28,"Specimen_001_D4_D04_040.fcs",32946.1015625,77.4700012207031,9753.39362148437,60.3028960708618
29,"Specimen_001_D5_D05_041.fcs",34707.78125,76.8600006103516,9282.64234335938,59.7800054550171
30,"Specimen_001_D6_D06_042.fcs",33632.044921875,75.6399993896484,9291.35534248047,56.0184366912842
31,"Specimen_001_D7_D07_043.fcs",33137.947265625,76.8600006103516,9199.6464975586,55.5100002288818
32,"Specimen_001_D8_D08_044.fcs",33768.37890625,75.0299987792969,9272.43572089844,60.0850028991699
33,"Specimen_001_E1_E01_049.fcs",NA,51.8500022888184,NA,29.5850028991699
34,"Specimen_001_E2_E02_050.fcs",34580.2890625,79.3000030517578,9507.39035605469,63.4399995803833
35,"Specimen_001_E3_E03_051.fcs",35199.13671875,78.6900024414062,8613.68183125,59.475004196167
36,"Specimen_001_E4_E04_052.fcs",34217.94921875,75.6399993896484,8921.73443076172,56.4250011444092
37,"Specimen_001_E5_E05_053.fcs",34597.98046875,76.8600006103516,9288.16464140625,60.2627894844055
